Time  1 - default sample rate [s]	Bladder [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
2146.8	-0.4984	-525.96	1037.8	-475.37	1154.2	-268.34	-410.02	-403.70	970.00	1160.6	-175.49	-8.045	48.43	-185.36	-12.90	30.55	
2146.9	-0.4971	-525.95	1037.7	-475.45	1154.1	-268.32	-410.02	-403.66	969.98	1160.6	-175.42	-8.053	48.41	-185.37	-12.89	30.56	
2147.0	-0.4974	-525.96	1037.7	-475.47	1154.1	-268.29	-409.97	-403.65	969.94	1160.6	-175.36	-7.960	48.35	-185.37	-12.89	30.56	
2147.1	-0.4982	-525.96	1037.8	-475.44	1154.1	-268.27	-409.96	-403.63	969.92	1160.7	-175.35	-7.911	48.36	-185.35	-12.89	30.58	
2147.2	-0.4969	-525.95	1037.8	-475.37	1154.1	-268.22	-409.95	-403.59	969.93	1160.7	-175.35	-7.952	48.38	-185.39	-12.91	30.62	
2147.3	-0.4969	-526.01	1037.8	-475.34	1154.0	-268.18	-409.93	-403.64	969.95	1160.7	-175.36	-7.966	48.43	-185.43	-12.93	30.63	
2147.4	-0.4982	-526.06	1037.7	-475.32	1154.1	-268.11	-409.92	-403.67	970.00	1160.6	-175.40	-7.893	48.45	-185.40	-12.92	30.63	
2147.5	-0.4948	-526.05	1037.7	-475.31	1154.1	-268.11	-409.93	-403.64	970.07	1160.6	-175.45	-7.903	48.47	-185.36	-12.91	30.62	
2147.6	-0.4943	-526.01	1037.7	-475.34	1154.2	-268.23	-410.03	-403.57	970.10	1160.6	-175.49	-7.982	48.53	-185.33	-12.91	30.59	
2147.7	-0.4958	-525.99	1037.8	-475.38	1154.1	-268.30	-410.11	-403.58	970.02	1160.7	-175.50	-8.023	48.53	-185.28	-12.90	30.58	
2147.8	-0.4982	-525.99	1037.8	-475.40	1154.1	-268.23	-410.10	-403.63	969.96	1160.7	-175.51	-7.996	48.44	-185.24	-12.89	30.57	
2147.9	-0.4974	-525.95	1037.8	-475.43	1154.0	-268.18	-410.05	-403.64	969.96	1160.6	-175.52	-7.982	48.38	-185.23	-12.89	30.57	
2148.0	-0.4971	-525.93	1037.8	-475.42	1154.1	-268.18	-410.00	-403.63	970.00	1160.6	-175.52	-7.968	48.39	-185.27	-12.89	30.58	
2148.1	-0.4974	-525.99	1037.8	-475.35	1154.1	-268.18	-410.03	-403.66	969.99	1160.6	-175.45	-7.897	48.48	-185.31	-12.87	30.57	
2148.2	-0.4974	-525.97	1037.8	-475.35	1154.0	-268.14	-410.06	-403.65	969.97	1160.7	-175.38	-7.877	48.51	-185.26	-12.86	30.58	
2148.3	-0.4961	-525.93	1037.8	-475.36	1154.1	-268.13	-410.07	-403.66	970.01	1160.7	-175.40	-7.909	48.47	-185.23	-12.88	30.59	
2148.4	-0.4961	-525.88	1037.7	-475.32	1154.1	-268.12	-410.06	-403.67	970.05	1160.8	-175.43	-7.972	48.41	-185.27	-12.89	30.58	
2148.5	-0.4945	-525.88	1037.7	-475.29	1154.1	-268.15	-410.04	-403.65	970.06	1160.7	-175.44	-8.000	48.38	-185.30	-12.90	30.57	
2148.6	-0.4940	-525.93	1037.7	-475.31	1154.0	-268.26	-410.06	-403.64	970.02	1160.7	-175.45	-7.998	48.42	-185.29	-12.90	30.59	
2148.7	-0.4940	-525.94	1037.7	-475.36	1154.0	-268.32	-410.11	-403.64	969.98	1160.7	-175.45	-7.972	48.44	-185.33	-12.90	30.62	
2148.8	-0.4961	-525.92	1037.7	-475.37	1153.9	-268.32	-410.13	-403.63	970.00	1160.7	-175.45	-7.986	48.47	-185.40	-12.89	30.64	
2148.9	-0.4945	-525.92	1037.6	-475.40	1154.0	-268.24	-410.07	-403.62	970.03	1160.7	-175.47	-7.980	48.47	-185.39	-12.88	30.63	
2149.0	-0.4935	-525.93	1037.6	-475.40	1154.1	-268.22	-409.98	-403.61	970.04	1160.8	-175.52	-7.958	48.40	-185.33	-12.90	30.60	
2149.1	-0.4940	-525.91	1037.7	-475.39	1154.1	-268.22	-409.99	-403.60	969.97	1160.8	-175.57	-7.986	48.37	-185.32	-12.92	30.57	
2149.2	-0.4961	-525.91	1037.7	-475.39	1154.1	-268.24	-410.07	-403.57	969.92	1160.8	-175.60	-8.009	48.36	-185.34	-12.91	30.55	
2149.3	-0.4961	-525.94	1037.6	-475.41	1154.1	-268.24	-410.09	-403.57	969.91	1160.8	-175.54	-8.035	48.36	-185.34	-12.89	30.55	
2149.4	-0.4958	-525.92	1037.7	-475.37	1154.2	-268.20	-410.03	-403.57	969.93	1160.8	-175.52	-8.092	48.36	-185.33	-12.87	30.57	
2149.5	-0.4966	-525.90	1037.7	-475.36	1154.2	-268.18	-410.01	-403.57	969.99	1160.7	-175.51	-8.118	48.34	-185.36	-12.87	30.57	
2149.6	-0.4956	-525.92	1037.7	-475.40	1154.2	-268.22	-410.00	-403.56	969.98	1160.7	-175.53	-8.087	48.37	-185.37	-12.89	30.55	
2149.7	-0.4974	-525.97	1037.6	-475.42	1154.1	-268.30	-409.99	-403.55	969.98	1160.7	-175.54	-8.011	48.49	-185.33	-12.88	30.56	
2149.8	-0.4979	-525.97	1037.7	-475.38	1154.1	-268.34	-409.97	-403.58	969.97	1160.7	-175.55	-7.917	48.53	-185.30	-12.87	30.57	
2149.9	-0.4982	-525.89	1037.7	-475.35	1154.0	-268.29	-409.96	-403.63	969.96	1160.7	-175.54	-7.903	48.52	-185.31	-12.87	30.56	
2150.0	-0.4990	-525.84	1037.8	-475.33	1154.0	-268.24	-409.96	-403.67	969.98	1160.7	-175.55	-7.954	48.49	-185.34	-12.90	30.58	
2150.1	-0.5008	-525.90	1037.8	-475.30	1154.1	-268.20	-409.94	-403.65	970.05	1160.7	-175.58	-8.047	48.44	-185.31	-12.91	30.60	
2150.2	-0.5010	-525.94	1037.8	-475.33	1154.1	-268.17	-409.95	-403.64	970.06	1160.8	-175.52	-8.059	48.45	-185.26	-12.89	30.61	
2150.3	-0.5008	-525.94	1037.8	-475.38	1154.2	-268.12	-409.97	-403.63	970.05	1160.8	-175.46	-8.045	48.46	-185.25	-12.89	30.61	
2150.4	-0.4977	-525.99	1037.7	-475.39	1154.1	-268.09	-409.99	-403.62	970.03	1160.7	-175.42	-7.994	48.47	-185.29	-12.90	30.60	
2150.5	-0.4990	-526.06	1037.7	-475.34	1154.1	-268.10	-410.02	-403.58	969.98	1160.6	-175.45	-7.988	48.42	-185.35	-12.91	30.58	
2150.6	-0.4990	-526.06	1037.7	-475.37	1154.0	-268.07	-409.99	-403.56	969.88	1160.6	-175.50	-8.013	48.38	-185.36	-12.90	30.58	
2150.7	-0.4971	-526.04	1037.7	-475.43	1154.0	-268.11	-409.98	-403.58	969.83	1160.7	-175.53	-8.033	48.34	-185.36	-12.90	30.57	
2150.8	-0.4961	-526.03	1037.6	-475.50	1154.0	-268.20	-410.00	-403.68	969.88	1160.7	-175.54	-7.992	48.31	-185.39	-12.90	30.56	
2150.9	-0.4958	-526.04	1037.6	-475.48	1154.1	-268.25	-410.05	-403.74	969.91	1160.6	-175.50	-7.980	48.32	-185.41	-12.90	30.57	
2151.0	-0.4979	-526.00	1037.5	-475.38	1154.1	-268.26	-410.07	-403.70	969.93	1160.6	-175.56	-8.009	48.32	-185.45	-12.87	30.57	
2151.1	-0.4984	-525.97	1037.5	-475.35	1154.1	-268.25	-410.08	-403.66	969.92	1160.6	-175.63	-8.035	48.32	-185.49	-12.85	30.57	
2151.2	-0.4982	-525.92	1037.6	-475.34	1154.1	-268.28	-410.10	-403.59	969.89	1160.6	-175.66	-8.096	48.33	-185.48	-12.84	30.57	
2151.3	-0.4997	-525.93	1037.8	-475.38	1154.1	-268.31	-410.09	-403.58	969.89	1160.6	-175.59	-8.130	48.34	-185.45	-12.87	30.57	
2151.4	-0.5013	-525.98	1037.8	-475.45	1154.1	-268.27	-410.05	-403.59	969.92	1160.7	-175.58	-8.136	48.40	-185.45	-12.90	30.58	
2151.5	-0.5018	-526.00	1037.8	-475.46	1154.1	-268.20	-409.97	-403.58	969.96	1160.7	-175.58	-8.116	48.43	-185.43	-12.89	30.59	
2151.6	-0.5021	-525.99	1037.7	-475.49	1154.1	-268.14	-409.85	-403.56	969.99	1160.7	-175.57	-8.067	48.42	-185.42	-12.88	30.60	
2151.7	-0.4995	-526.01	1037.7	-475.53	1154.1	-268.15	-409.84	-403.52	970.00	1160.8	-175.56	-8.043	48.38	-185.44	-12.88	30.59	
2151.8	-0.5003	-526.07	1037.7	-475.48	1154.1	-268.21	-409.88	-403.56	970.04	1160.8	-175.56	-8.029	48.32	-185.48	-12.89	30.57	
2151.9	-0.4992	-526.10	1037.7	-475.46	1154.0	-268.27	-409.92	-403.65	970.04	1160.8	-175.54	-8.065	48.29	-185.47	-12.90	30.57	
2152.0	-0.4995	-526.12	1037.7	-475.47	1154.0	-268.27	-409.96	-403.72	969.98	1160.7	-175.57	-8.144	48.24	-185.45	-12.90	30.59	
2152.1	-0.5003	-526.06	1037.7	-475.39	1154.0	-268.19	-409.96	-403.64	969.99	1160.7	-175.64	-8.110	48.27	-185.41	-12.89	30.61	
2152.2	-0.5005	-526.01	1037.7	-475.35	1154.1	-268.14	-409.94	-403.56	970.00	1160.8	-175.63	-8.021	48.35	-185.40	-12.89	30.62	
2152.3	-0.4995	-525.99	1037.7	-475.42	1154.0	-268.16	-409.95	-403.58	969.96	1160.8	-175.55	-7.994	48.40	-185.44	-12.88	30.60	
2152.4	-0.4984	-526.02	1037.6	-475.47	1154.0	-268.24	-410.00	-403.61	969.92	1160.7	-175.49	-7.956	48.44	-185.48	-12.87	30.56	
2152.5	-0.4964	-526.03	1037.6	-475.47	1154.0	-268.26	-410.03	-403.60	969.90	1160.7	-175.51	-7.929	48.45	-185.45	-12.88	30.56	
2152.6	-0.4971	-526.07	1037.6	-475.46	1154.0	-268.26	-410.03	-403.55	969.88	1160.7	-175.52	-7.929	48.45	-185.41	-12.92	30.57	
2152.7	-0.4990	-526.10	1037.6	-475.39	1154.0	-268.25	-410.03	-403.53	969.91	1160.6	-175.55	-7.925	48.44	-185.39	-12.93	30.57	
2152.8	-0.4984	-526.11	1037.6	-475.33	1154.0	-268.21	-410.09	-403.52	969.96	1160.6	-175.57	-7.978	48.39	-185.40	-12.91	30.57	
2152.9	-0.4984	-526.12	1037.6	-475.36	1154.0	-268.21	-410.14	-403.64	969.94	1160.6	-175.49	-7.980	48.34	-185.43	-12.87	30.57	
2153.0	-0.4982	-526.11	1037.7	-475.30	1154.0	-268.27	-410.11	-403.69	969.92	1160.6	-175.39	-7.948	48.35	-185.46	-12.87	30.59	
2153.1	-0.4987	-526.10	1037.8	-475.30	1154.0	-268.26	-410.07	-403.65	969.98	1160.7	-175.39	-7.929	48.33	-185.46	-12.89	30.59	
2153.2	-0.4997	-526.09	1037.8	-475.38	1154.0	-268.18	-410.08	-403.67	970.02	1160.6	-175.45	-7.942	48.28	-185.45	-12.88	30.57	
2153.3	-0.5005	-526.07	1037.7	-475.43	1154.1	-268.12	-410.09	-403.75	969.94	1160.6	-175.47	-7.992	48.28	-185.46	-12.88	30.58	
2153.4	-0.4995	-526.03	1037.7	-475.44	1154.0	-268.18	-410.04	-403.74	969.89	1160.6	-175.50	-8.061	48.29	-185.46	-12.87	30.61	
2153.5	-0.4997	-526.01	1037.7	-475.45	1154.0	-268.24	-410.02	-403.69	969.90	1160.6	-175.52	-8.110	48.33	-185.47	-12.86	30.61	
2153.6	-0.4974	-526.05	1037.7	-475.43	1154.0	-268.29	-410.02	-403.62	969.89	1160.6	-175.49	-8.189	48.34	-185.46	-12.85	30.59	
2153.7	-0.4977	-526.04	1037.7	-475.39	1154.0	-268.21	-410.04	-403.53	969.95	1160.7	-175.47	-8.213	48.32	-185.43	-12.86	30.57	
2153.8	-0.4979	-525.97	1037.7	-475.42	1154.0	-268.16	-409.99	-403.51	969.96	1160.7	-175.44	-8.128	48.35	-185.37	-12.88	30.56	
2153.9	-0.4974	-525.94	1037.6	-475.41	1154.0	-268.20	-409.94	-403.55	969.89	1160.7	-175.46	-8.065	48.39	-185.33	-12.90	30.57	
2154.0	-0.4974	-525.96	1037.6	-475.38	1154.0	-268.19	-409.90	-403.60	969.87	1160.7	-175.56	-8.006	48.41	-185.31	-12.93	30.58	
2154.1	-0.4979	-526.01	1037.6	-475.43	1154.1	-268.20	-409.92	-403.62	969.89	1160.7	-175.61	-7.931	48.36	-185.34	-12.91	30.59	
2154.2	-0.4964	-526.02	1037.6	-475.48	1154.1	-268.19	-409.94	-403.59	969.93	1160.7	-175.61	-7.903	48.32	-185.39	-12.89	30.60	
2154.3	-0.4971	-526.03	1037.6	-475.50	1154.0	-268.19	-409.98	-403.52	969.97	1160.7	-175.62	-7.932	48.32	-185.41	-12.87	30.59	
2154.4	-0.4977	-526.06	1037.6	-475.52	1154.0	-268.24	-410.08	-403.47	969.97	1160.6	-175.63	-8.002	48.34	-185.38	-12.86	30.59	
2154.5	-0.4984	-526.06	1037.6	-475.50	1154.0	-268.29	-410.12	-403.52	969.91	1160.6	-175.58	-8.031	48.39	-185.34	-12.86	30.58	
2154.6	-0.4992	-526.04	1037.6	-475.44	1154.0	-268.27	-410.02	-403.55	969.94	1160.6	-175.60	-8.037	48.35	-185.35	-12.87	30.58	
2154.7	-0.4987	-525.99	1037.6	-475.44	1154.0	-268.23	-409.97	-403.56	969.98	1160.7	-175.60	-8.037	48.32	-185.36	-12.87	30.58	
2154.8	-0.4979	-526.00	1037.6	-475.50	1154.0	-268.23	-410.05	-403.60	969.97	1160.7	-175.56	-8.029	48.35	-185.35	-12.85	30.59	
2154.9	-0.4987	-526.08	1037.6	-475.50	1154.0	-268.28	-410.08	-403.64	969.93	1160.6	-175.54	-8.047	48.39	-185.34	-12.85	30.61	
2155.0	-0.4974	-526.09	1037.7	-475.44	1153.9	-268.27	-409.98	-403.66	969.93	1160.6	-175.57	-8.126	48.39	-185.30	-12.86	30.60	
2155.1	-0.4969	-526.07	1037.7	-475.38	1153.9	-268.19	-409.93	-403.67	969.95	1160.7	-175.59	-8.130	48.38	-185.25	-12.87	30.59	
2155.2	-0.4974	-526.01	1037.8	-475.33	1154.0	-268.10	-409.92	-403.67	969.97	1160.7	-175.53	-8.055	48.38	-185.22	-12.87	30.58	
2155.3	-0.4977	-525.98	1037.7	-475.32	1154.1	-268.10	-409.97	-403.63	970.04	1160.7	-175.48	-7.970	48.38	-185.23	-12.89	30.58	
2155.4	-0.4979	-525.99	1037.7	-475.35	1154.1	-268.15	-410.00	-403.60	970.03	1160.7	-175.45	-7.978	48.44	-185.24	-12.90	30.58	
2155.5	-0.4971	-526.04	1037.6	-475.39	1154.1	-268.20	-409.99	-403.60	969.96	1160.7	-175.42	-8.000	48.50	-185.24	-12.90	30.60	
2155.6	-0.4971	-526.02	1037.6	-475.46	1154.1	-268.19	-409.99	-403.56	969.92	1160.7	-175.42	-7.966	48.52	-185.23	-12.88	30.62	
2155.7	-0.4982	-525.97	1037.6	-475.44	1154.1	-268.13	-410.02	-403.53	969.95	1160.7	-175.46	-7.960	48.50	-185.23	-12.88	30.63	
2155.8	-0.4990	-526.02	1037.6	-475.42	1154.1	-268.14	-410.00	-403.58	969.97	1160.8	-175.42	-7.980	48.53	-185.22	-12.88	30.61	
2155.9	-0.4977	-526.02	1037.7	-475.39	1154.1	-268.18	-409.97	-403.60	969.94	1160.8	-175.41	-8.000	48.51	-185.22	-12.89	30.60	
2156.0	-0.4987	-525.97	1037.7	-475.45	1154.0	-268.25	-409.96	-403.58	969.91	1160.7	-175.48	-8.004	48.51	-185.19	-12.89	30.59	
2156.1	-0.4979	-525.95	1037.7	-475.49	1153.9	-268.21	-409.95	-403.56	969.90	1160.6	-175.49	-7.927	48.52	-185.18	-12.90	30.58	
2156.2	-0.4984	-525.98	1037.7	-475.40	1154.0	-268.20	-409.95	-403.59	969.90	1160.7	-175.43	-7.897	48.49	-185.16	-12.90	30.59	
2156.3	-0.4974	-526.01	1037.6	-475.35	1154.0	-268.21	-409.94	-403.59	969.94	1160.7	-175.40	-7.940	48.45	-185.16	-12.90	30.60	
2156.4	-0.4977	-526.01	1037.6	-475.33	1154.0	-268.20	-409.92	-403.60	969.99	1160.7	-175.41	-7.990	48.45	-185.15	-12.88	30.62	
2156.5	-0.4982	-526.04	1037.7	-475.30	1154.0	-268.22	-410.02	-403.64	969.94	1160.7	-175.40	-8.021	48.46	-185.17	-12.86	30.63	
2156.6	-0.4992	-526.08	1037.7	-475.38	1154.0	-268.26	-410.10	-403.65	969.89	1160.7	-175.42	-8.067	48.47	-185.20	-12.85	30.62	
2156.7	-0.4974	-526.08	1037.6	-475.44	1154.0	-268.28	-410.09	-403.66	969.87	1160.7	-175.46	-8.065	48.48	-185.19	-12.84	30.61	
2156.8	-0.4951	-526.02	1037.6	-475.47	1153.9	-268.32	-410.07	-403.69	969.84	1160.7	-175.49	-8.002	48.51	-185.13	-12.85	30.60	
2156.9	-0.4958	-526.01	1037.5	-475.48	1153.9	-268.33	-410.05	-403.67	969.87	1160.6	-175.48	-7.968	48.48	-185.16	-12.88	30.60	
2157.0	-0.4974	-525.99	1037.5	-475.44	1153.9	-268.27	-410.04	-403.62	969.92	1160.7	-175.46	-7.964	48.40	-185.25	-12.90	30.60	
2157.1	-0.4971	-525.97	1037.6	-475.44	1154.0	-268.26	-410.06	-403.61	969.95	1160.6	-175.48	-8.000	48.34	-185.29	-12.90	30.61	
2157.2	-0.4969	-525.98	1037.7	-475.42	1154.0	-268.24	-410.08	-403.60	969.97	1160.6	-175.46	-8.017	48.31	-185.29	-12.90	30.63	
2157.3	-0.4974	-526.00	1037.6	-475.41	1153.9	-268.25	-410.08	-403.58	969.91	1160.6	-175.42	-7.990	48.34	-185.29	-12.89	30.62	
2157.4	-0.4982	-526.09	1037.6	-475.39	1153.9	-268.27	-410.04	-403.62	969.89	1160.6	-175.48	-7.988	48.39	-185.27	-12.89	30.59	
2157.5	-0.4979	-526.15	1037.7	-475.39	1154.0	-268.24	-410.02	-403.63	969.94	1160.6	-175.55	-7.982	48.43	-185.29	-12.89	30.58	
2157.6	-0.4974	-526.09	1037.6	-475.40	1154.0	-268.21	-410.04	-403.62	969.98	1160.6	-175.57	-7.960	48.49	-185.30	-12.88	30.59	
2157.7	-0.4958	-526.04	1037.6	-475.42	1154.0	-268.22	-410.07	-403.59	969.98	1160.6	-175.50	-7.984	48.53	-185.28	-12.85	30.58	
2157.8	-0.4951	-526.03	1037.6	-475.41	1153.9	-268.28	-410.04	-403.56	969.98	1160.6	-175.45	-7.972	48.52	-185.25	-12.85	30.59	
2157.9	-0.4969	-525.99	1037.6	-475.39	1153.9	-268.32	-410.01	-403.58	969.97	1160.6	-175.45	-7.915	48.47	-185.26	-12.86	30.62	
2158.0	-0.4971	-525.95	1037.6	-475.38	1153.9	-268.30	-409.99	-403.64	969.91	1160.6	-175.46	-7.946	48.45	-185.27	-12.87	30.63	
2158.1	-0.4982	-525.96	1037.6	-475.36	1154.0	-268.20	-409.92	-403.62	969.89	1160.6	-175.49	-8.047	48.48	-185.24	-12.88	30.59	
2158.2	-0.4966	-526.00	1037.7	-475.34	1154.0	-268.06	-409.86	-403.62	969.93	1160.7	-175.53	-8.079	48.51	-185.23	-12.89	30.55	
2158.3	-0.4958	-526.04	1037.7	-475.39	1154.0	-268.03	-409.87	-403.63	969.96	1160.7	-175.56	-8.061	48.52	-185.23	-12.90	30.53	
2158.4	-0.4971	-526.03	1037.6	-475.41	1154.0	-268.12	-409.92	-403.61	969.94	1160.6	-175.61	-7.958	48.50	-185.22	-12.90	30.54	
2158.5	-0.4966	-526.02	1037.5	-475.39	1153.9	-268.22	-409.93	-403.62	969.88	1160.6	-175.59	-7.852	48.48	-185.23	-12.88	30.56	
2158.6	-0.4961	-526.08	1037.5	-475.40	1153.9	-268.29	-409.93	-403.69	969.86	1160.6	-175.50	-7.869	48.49	-185.27	-12.86	30.60	
2158.7	-0.4969	-526.14	1037.4	-475.41	1153.9	-268.35	-409.99	-403.72	969.88	1160.6	-175.46	-7.946	48.43	-185.29	-12.88	30.61	
2158.8	-0.4984	-526.15	1037.4	-475.39	1153.9	-268.37	-410.06	-403.66	969.86	1160.6	-175.40	-8.023	48.37	-185.30	-12.90	30.60	
2158.9	-0.4990	-526.12	1037.5	-475.37	1153.9	-268.33	-410.06	-403.61	969.88	1160.6	-175.40	-8.006	48.37	-185.32	-12.92	30.60	
2159.0	-0.4995	-526.07	1037.6	-475.34	1153.9	-268.29	-410.02	-403.58	969.90	1160.7	-175.44	-7.938	48.40	-185.34	-12.91	30.61	
2159.1	-0.4990	-526.05	1037.5	-475.34	1153.9	-268.21	-409.97	-403.53	969.89	1160.7	-175.46	-7.950	48.40	-185.35	-12.89	30.61	
2159.2	-0.4977	-526.09	1037.5	-475.33	1153.9	-268.12	-409.96	-403.53	969.85	1160.7	-175.50	-8.035	48.40	-185.35	-12.87	30.61	
2159.3	-0.4984	-526.16	1037.5	-475.40	1154.0	-268.10	-410.00	-403.53	969.89	1160.8	-175.57	-8.094	48.38	-185.31	-12.88	30.60	
2159.4	-0.4987	-526.16	1037.6	-475.49	1154.0	-268.08	-410.03	-403.52	969.98	1160.8	-175.57	-8.033	48.35	-185.26	-12.89	30.61	
2159.5	-0.4971	-526.12	1037.6	-475.49	1153.9	-268.07	-410.04	-403.57	970.01	1160.7	-175.53	-7.946	48.36	-185.25	-12.88	30.61	
2159.6	-0.4971	-526.08	1037.6	-475.50	1153.8	-268.06	-410.03	-403.60	969.96	1160.7	-175.47	-7.895	48.38	-185.25	-12.87	30.61	
2159.7	-0.4966	-526.07	1037.6	-475.48	1153.8	-268.10	-410.02	-403.54	969.87	1160.7	-175.51	-7.948	48.37	-185.24	-12.89	30.59	
2159.8	-0.4974	-526.04	1037.6	-475.42	1153.9	-268.12	-410.03	-403.51	969.91	1160.7	-175.53	-7.992	48.38	-185.23	-12.89	30.60	
2159.9	-0.4958	-526.03	1037.6	-475.40	1153.9	-268.09	-409.96	-403.50	969.99	1160.8	-175.54	-8.019	48.38	-185.24	-12.88	30.61	
2160.0	-0.4951	-526.04	1037.6	-475.40	1153.9	-268.07	-409.88	-403.53	969.99	1160.7	-175.55	-8.000	48.39	-185.26	-12.90	30.61	
2160.1	-0.4930	-526.12	1037.6	-475.43	1153.9	-268.08	-409.96	-403.58	969.91	1160.6	-175.53	-7.879	48.48	-185.26	-12.90	30.60	
2160.2	-0.4943	-526.07	1037.6	-475.43	1153.9	-268.03	-410.03	-403.61	969.88	1160.6	-175.54	-7.861	48.48	-185.27	-12.89	30.61	
2160.3	-0.4958	-525.99	1037.6	-475.42	1153.9	-268.06	-410.04	-403.62	969.89	1160.6	-175.52	-7.931	48.44	-185.27	-12.88	30.61	
2160.4	-0.4987	-525.98	1037.6	-475.42	1154.0	-268.12	-410.05	-403.62	969.91	1160.6	-175.50	-7.974	48.41	-185.26	-12.87	30.59	
2160.5	-0.4984	-526.03	1037.6	-475.44	1154.0	-268.14	-410.09	-403.61	969.94	1160.5	-175.48	-7.978	48.38	-185.20	-12.86	30.58	
2160.6	-0.4992	-526.08	1037.6	-475.50	1154.0	-268.19	-410.10	-403.62	969.89	1160.6	-175.43	-7.982	48.36	-185.13	-12.87	30.59	
2160.7	-0.4971	-526.10	1037.5	-475.57	1153.9	-268.19	-410.04	-403.61	969.88	1160.6	-175.41	-7.986	48.35	-185.11	-12.88	30.60	
2160.8	-0.4964	-526.15	1037.5	-475.62	1153.9	-268.19	-410.01	-403.61	969.88	1160.5	-175.43	-7.984	48.32	-185.13	-12.88	30.59	
2160.9	-0.4958	-526.15	1037.6	-475.60	1153.9	-268.22	-410.07	-403.61	969.88	1160.5	-175.51	-7.984	48.34	-185.20	-12.86	30.60	
2161.0	-0.4977	-526.12	1037.6	-475.56	1153.9	-268.18	-410.07	-403.59	969.91	1160.6	-175.56	-8.035	48.37	-185.22	-12.87	30.61	
2161.1	-0.4979	-526.10	1037.6	-475.53	1153.9	-268.13	-410.06	-403.58	969.92	1160.6	-175.56	-8.112	48.36	-185.25	-12.88	30.64	
2161.2	-0.4997	-526.11	1037.6	-475.50	1153.9	-268.17	-410.07	-403.61	969.94	1160.6	-175.55	-8.150	48.34	-185.29	-12.88	30.66	
2161.3	-0.4974	-526.10	1037.5	-475.49	1153.9	-268.26	-410.11	-403.64	969.98	1160.5	-175.50	-8.114	48.37	-185.31	-12.89	30.65	
2161.4	-0.4969	-526.11	1037.5	-475.46	1153.9	-268.26	-410.05	-403.62	969.92	1160.5	-175.46	-8.077	48.43	-185.24	-12.90	30.64	
2161.5	-0.4979	-526.11	1037.6	-475.47	1153.9	-268.21	-410.00	-403.60	969.90	1160.6	-175.47	-8.057	48.45	-185.21	-12.91	30.63	
2161.6	-0.5003	-526.06	1037.6	-475.47	1154.0	-268.15	-409.96	-403.56	969.91	1160.6	-175.50	-8.004	48.47	-185.26	-12.92	30.61	
2161.7	-0.4997	-526.08	1037.6	-475.49	1154.0	-268.12	-409.94	-403.54	969.90	1160.6	-175.49	-7.962	48.48	-185.29	-12.93	30.58	
2161.8	-0.4984	-526.13	1037.6	-475.52	1153.9	-268.13	-409.98	-403.57	969.91	1160.7	-175.47	-7.938	48.47	-185.25	-12.95	30.58	
2161.9	-0.4984	-526.15	1037.5	-475.50	1153.9	-268.11	-410.03	-403.57	969.93	1160.7	-175.46	-7.946	48.46	-185.21	-12.95	30.60	
2162.0	-0.4997	-526.12	1037.6	-475.45	1154.0	-268.10	-410.00	-403.56	969.99	1160.7	-175.48	-7.960	48.46	-185.21	-12.91	30.60	
2162.1	-0.4984	-526.12	1037.5	-475.44	1153.9	-268.12	-409.96	-403.60	969.98	1160.7	-175.45	-7.938	48.46	-185.25	-12.89	30.58	
2162.2	-0.4977	-526.14	1037.5	-475.45	1153.9	-268.15	-410.01	-403.62	969.88	1160.6	-175.43	-7.942	48.47	-185.28	-12.89	30.56	
2162.3	-0.4977	-526.11	1037.5	-475.45	1153.8	-268.15	-410.05	-403.61	969.85	1160.6	-175.48	-7.944	48.47	-185.27	-12.88	30.57	
2162.4	-0.4979	-526.10	1037.5	-475.45	1153.9	-268.16	-410.03	-403.57	969.89	1160.6	-175.55	-7.970	48.47	-185.22	-12.89	30.61	
2162.5	-0.4979	-526.11	1037.5	-475.50	1153.9	-268.20	-409.98	-403.60	969.89	1160.6	-175.58	-8.002	48.46	-185.19	-12.89	30.64	
2162.6	-0.4992	-526.09	1037.5	-475.53	1153.9	-268.18	-409.98	-403.69	969.87	1160.6	-175.53	-7.960	48.47	-185.16	-12.88	30.63	
2162.7	-0.4997	-526.07	1037.5	-475.50	1153.9	-268.14	-409.96	-403.70	969.90	1160.6	-175.46	-7.923	48.46	-185.17	-12.87	30.61	
2162.8	-0.4982	-526.07	1037.5	-475.46	1154.0	-268.13	-409.98	-403.70	969.93	1160.6	-175.47	-7.929	48.46	-185.19	-12.87	30.59	
2162.9	-0.4982	-526.13	1037.4	-475.51	1153.9	-268.18	-410.07	-403.61	969.93	1160.6	-175.54	-7.982	48.49	-185.18	-12.87	30.57	
2163.0	-0.4977	-526.21	1037.4	-475.52	1153.8	-268.20	-410.11	-403.48	969.96	1160.6	-175.59	-8.057	48.50	-185.17	-12.88	30.57	
